1013.606140 220.797775 0.654508 199.415863 
998.314636 890.591309 0.336651 794.380127 
957.062012 311.950195 0.468812 273.299866 
1118.884033 82.024803 0.804026 68.651268 
1015.828918 1502.929688 0.331428 1370.075806 
1011.393005 132.425797 0.747564 105.695724 
1092.495239 377.179962 0.646523 335.677948 
987.671631 865.632324 0.439231 845.784424 
932.028198 1098.750244 0.263759 968.262024 
979.319214 1183.940186 0.276496 1105.326050 
965.037476 893.693604 0.376050 869.380066 
967.052185 163.058502 0.723842 140.027924 
983.477722 342.022369 0.612123 313.484558 
961.033203 513.004456 0.497107 495.579590 
1040.939331 522.100464 0.414133 430.998230 
1048.004517 280.465759 0.519627 263.385101 
1029.373291 231.920029 0.630894 180.665756 
969.075317 131.453552 0.596241 124.337021 
983.477722 270.854736 0.515706 255.484329 
930.156616 112.455490 0.720591 103.874512 
1015.828918 237.604294 0.758347 208.701843 
985.570190 768.266418 0.489943 741.890991 
959.043457 93.015129 0.837647 86.190414 
979.319214 331.865753 0.668351 290.697540 
985.570190 301.764984 0.500559 277.970917 
1033.968750 577.750549 0.419056 538.895264 
1013.606140 452.698334 0.344277 434.278320 
1031.665894 725.887878 0.224531 660.266113 
1031.665894 1003.836548 0.372775 950.875305 
991.901489 733.273499 0.522810 652.113159 
973.147034 1036.675049 0.395865 983.975891 
1000.470825 524.853882 0.497791 511.997040 
975.195801 836.938599 0.258767 781.528687 
1036.281860 752.728760 0.503892 740.046814 
1020.303955 102.505875 0.768261 84.838066 
991.901489 620.452271 0.390682 575.208130 
1024.818604 505.357117 0.419230 429.849609 
979.319214 424.774628 0.563679 374.160767 
969.075317 698.001953 0.440576 599.995728 
985.570190 660.346924 0.384371 608.530334 
924.586853 511.953705 0.409825 512.468750 
1074.751709 783.777954 0.459943 790.696716 
1057.575317 1007.721130 0.505108 946.850952 
998.314636 728.468628 0.441440 698.902710 
1064.869019 691.373413 0.449941 664.722717 
1002.636353 435.954865 0.739377 416.557007 
